drug	drug_key	drug_id_list	approved_final_category_id	approved_final_display_label	include_in_enrichment	exclusion_reason_code	exclusion_reason	rollup_resolution_status	rollup_resolution_reason	curation_status	primary_evidence_source	evidence_summary	curator	curation_date	curation_notes
THR-102	THR-102	2361	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: PI3K/MTOR signaling; target: Mutant RAS	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
THR-103	THR-103	2362	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: PI3K/MTOR signaling; target: Mutant RAS	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Topotecan	TOPOTECAN	1808	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: DNA replication; target: TOP1	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Tozasertib	TOZASERTIB	1096	CELL_CYCLE_MITOSIS	Cell cycle and mitosis	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Mitosis; target: "AURKA, AURKB, AURKC, others"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Trametinib	TRAMETINIB	1372	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: ERK MAPK signaling; target: "MEK1, MEK2"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Tretinoin	TRETINOIN	1009	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Other; target: Retinoic acid	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
TW 37	TW 37	1149	APOPTOSIS	Apoptosis regulation	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Apoptosis regulation; target: "BCL2, BCL-XL, MCL1"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Ulixertinib	ULIXERTINIB	1908;2047	SIGNALING	Signaling	TRUE			resolved_same_category	Multiple GDSC DRUG_ID values share this drug key and resolve to the same category.	approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: ERK MAPK signaling; target: "ERK1, ERK2"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
ULK1_4989	ULK1_4989	1733	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: "Other, kinases"; target: ULK1	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
UMI-77	UMI-77	1939	APOPTOSIS	Apoptosis regulation	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Apoptosis regulation; target: MCL1	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
UNC0379	UNC0379	2159	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Chromatin histone methylation; target: SETD8	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
UNC0638	UNC0638	2038	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Chromatin histone methylation; target: "G9A, GLP"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Uprosertib	UPROSERTIB	1553;2106	SIGNALING	Signaling	TRUE			resolved_same_category	Multiple GDSC DRUG_ID values share this drug key and resolve to the same category.	approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: PI3K/MTOR signaling; target: "AKT1, AKT2, AKT3"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
VE-822	VE-822	1613	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Genome integrity; target: ATR	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
VE821	VE821	2111	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Genome integrity; target: ATR	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Veliparib	VELIPARIB	1018	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Genome integrity; target: "PARP1, PARP2"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Venetoclax	VENETOCLAX	1909	APOPTOSIS	Apoptosis regulation	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Apoptosis regulation; target: BCL2	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Vinblastine	VINBLASTINE	1004	CELL_CYCLE_MITOSIS	Cell cycle and mitosis	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Mitosis; target: Microtubule destabiliser	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Vinorelbine	VINORELBINE	2048	CELL_CYCLE_MITOSIS	Cell cycle and mitosis	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Mitosis; target: Microtubule destabiliser	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Vismodegib	VISMODEGIB	1033	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Other; target: SMO	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Vorinostat	VORINOSTAT	1012	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Chromatin histone acetylation; target: "HDAC inhibitor Class I, IIa, IIb, IV"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
VSP34_8731	VSP34_8731	1734	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Other; target: VSP34	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
VTP-A	VTP-A	2112	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Unclassified; target: 	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
VTP-B	VTP-B	2113	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Unclassified; target: 	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
VX-11e	VX-11E	2096	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: ERK MAPK signaling; target: ERK2	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Wee1 Inhibitor	WEE1 INHIBITOR	1046	CELL_CYCLE_MITOSIS	Cell cycle and mitosis	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Cell cycle; target: "WEE1, CHEK1"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
WEHI-539	WEHI-539	1997	APOPTOSIS	Apoptosis regulation	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Apoptosis regulation; target: BCL-XL	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
WIKI4	WIKI4	1940	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: WNT signaling; target: "TNKS1, TNKS2"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Wnt-C59	WNT-C59	1622	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: WNT signaling; target: PORCN	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
WZ4003	WZ4003	1614	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: "Other, kinases"; target: "NUAK1, NUAK2"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
XAV939	XAV939	1268	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: WNT signaling; target: "TNKS1, TNKS2"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
YK-4-279	YK-4-279	1239	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Other; target: RNA helicase A	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
ZM447439	ZM447439	1050	CELL_CYCLE_MITOSIS	Cell cycle and mitosis	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Mitosis; target: "AURKA, AURKB"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Zoledronate	ZOLEDRONATE	1802	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Other; target: 	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
