drug	drug_key	normalized_drug_key	primary_anticancer_class	primary_anticancer_class_slug	secondary_mechanism_note	include_in_enrichment	gdsc_putative_target	gdsc_pathway_name	classification_note	revision_note	source_annotation_used	revision_source_basis	pubchem_query_url	drugbank_query_url	source_workbook	source_workbook_sha256	source_workbook_md5
SB590885	SB590885	SB590885	Serine/threonine kinase inhibitors	SERINE_THREONINE_KINASE_INHIBITORS	ERK inhibitor	TRUE	BRAF	ERK MAPK signaling	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=BRAF; GDSC pathway=ERK MAPK signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=SB590885	https://go.drugbank.com/unearth/q?searcher=drugs&query=SB590885	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
SCH772984	SCH772984	SCH772984	Serine/threonine kinase inhibitors	SERINE_THREONINE_KINASE_INHIBITORS	ERK inhibitor	TRUE	ERK1, ERK2	ERK MAPK signaling	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=ERK1, ERK2; GDSC pathway=ERK MAPK signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=SCH772984	https://go.drugbank.com/unearth/q?searcher=drugs&query=SCH772984	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Schweinfurthin A	SCHWEINFURTHIN A	SCHWEINFURTHIN A	Other	OTHER	Unclassified GDSC screening compound; manual mechanism lookup recommended	TRUE		Unclassified	Primary class is Other because mechanism is outside the requested anticancer-class ontology or is unclassified. No GDSC target listed and pathway is unclassified. Broad, ambiguous, mutant-RAS, or unclassified mechanism.	Still labeled Other: not clearly assignable to requested/new categories from available GDSC annotations; manual lookup recommended.	GDSC target=; GDSC pathway=Unclassified; prior curated category=Other reviewed	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Schweinfurthin%20A	https://go.drugbank.com/unearth/q?searcher=drugs&query=Schweinfurthin%20A	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Selumetinib	SELUMETINIB	SELUMETINIB	Serine/threonine kinase inhibitors	SERINE_THREONINE_KINASE_INHIBITORS	MEK1/MEK2 MAP2K inhibitor; MAPK pathway Ser/Thr kinase signaling	TRUE	MEK1, MEK2	ERK MAPK signaling	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=MEK1, MEK2; GDSC pathway=ERK MAPK signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Selumetinib	https://go.drugbank.com/unearth/q?searcher=drugs&query=Selumetinib	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Sepantronium bromide	SEPANTRONIUM BROMIDE	SEPANTRONIUM BROMIDE	Proapoptotic agents	PROAPOPTOTIC_AGENTS	IAP/survivin apoptosis-pathway inhibitor	TRUE	BIRC5	Apoptosis regulation	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=BIRC5; GDSC pathway=Apoptosis regulation; prior curated category=Apoptosis regulation	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Sepantronium%20bromide	https://go.drugbank.com/unearth/q?searcher=drugs&query=Sepantronium%20bromide	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Serdemetan	SERDEMETAN	SERDEMETAN	p53/MDM2 pathway	P53_MDM2_PATHWAY	MDM2 antagonist / p53-MDM2 pathway inhibitor	TRUE	MDM2	p53 pathway	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=MDM2; GDSC pathway=p53 pathway; prior curated category=p53 pathway	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Serdemetan	https://go.drugbank.com/unearth/q?searcher=drugs&query=Serdemetan	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
SGC-CBP30	SGC-CBP30	SGC-CBP30	Epigenetic inhibitors	EPIGENETIC_INHIBITORS	Chromatin reader/writer/remodeling inhibitor	TRUE	EP300, CBP	Chromatin histone acetylation	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=EP300, CBP; GDSC pathway=Chromatin histone acetylation; prior curated category=Epigenetics and transcription	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=SGC-CBP30	https://go.drugbank.com/unearth/q?searcher=drugs&query=SGC-CBP30	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
SGC0946	SGC0946	SGC0946	Epigenetic inhibitors	EPIGENETIC_INHIBITORS	Histone methyltransferase/epigenetic writer inhibitor	TRUE	DOT1L	Chromatin histone methylation	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=DOT1L; GDSC pathway=Chromatin histone methylation; prior curated category=Epigenetics and transcription	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=SGC0946	https://go.drugbank.com/unearth/q?searcher=drugs&query=SGC0946	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Sinularin	SINULARIN	SINULARIN	Metabolic/redox agents	METABOLIC_REDOX_AGENTS	Natural-product cytotoxic agent reported to induce apoptosis/ROS; mechanism variable	TRUE		Unclassified	Moved from Other based on reported ROS/proapoptotic biology; manual validation recommended.	Moved from Other based on reported ROS/proapoptotic biology; manual validation recommended.	GDSC target=; GDSC pathway=Unclassified; prior curated category=Other reviewed	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Sinularin	https://go.drugbank.com/unearth/q?searcher=drugs&query=Sinularin	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
SL0101	SL0101	SL0101	Serine/threonine kinase inhibitors	SERINE_THREONINE_KINASE_INHIBITORS	Aurora kinase/mitotic kinase inhibitor	TRUE	RSK, AURKB, PIM1, PIM3	Other, kinases	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=RSK, AURKB, PIM1, PIM3; GDSC pathway=Other, kinases; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=SL0101	https://go.drugbank.com/unearth/q?searcher=drugs&query=SL0101	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
SN-38	SN-38	SN-38	Topoisomerase inhibitors	TOPOISOMERASE_INHIBITORS	Topoisomerase I inhibitor	TRUE	TOP1	DNA replication	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=TOP1; GDSC pathway=DNA replication; prior curated category=Genome integrity and DNA damage	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=SN-38	https://go.drugbank.com/unearth/q?searcher=drugs&query=SN-38	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Sorafenib	SORAFENIB	SORAFENIB	Receptor tyrosine kinase inhibitors	RECEPTOR_TYROSINE_KINASE_INHIBITORS	Multi-kinase inhibitor: VEGFR/PDGFR/KIT receptor kinases plus RAF Ser/Thr kinases	TRUE	PDGFR, KIT, VEGFR, RAF	Other, kinases	Multi-target kinase with possible alternative primary assignment.		GDSC target=PDGFR, KIT, VEGFR, RAF; GDSC pathway=Other, kinases; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Sorafenib	https://go.drugbank.com/unearth/q?searcher=drugs&query=Sorafenib	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Staurosporine	STAUROSPORINE	STAUROSPORINE	Serine/threonine kinase inhibitors	SERINE_THREONINE_KINASE_INHIBITORS	Broad-spectrum kinase inhibitor; strong PKC/Ser-Thr kinase activity	TRUE	Broad spectrum kinase inhibitor	RTK signaling	Moved from Other because broad-spectrum kinase annotation is better represented as Ser/Thr kinase inhibitor for enrichment.	Moved from Other because broad-spectrum kinase annotation is better represented as Ser/Thr kinase inhibitor for enrichment.	GDSC target=Broad spectrum kinase inhibitor; GDSC pathway=RTK signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Staurosporine	https://go.drugbank.com/unearth/q?searcher=drugs&query=Staurosporine	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
TAF1_5496	TAF1_5496	TAF1_5496	Epigenetic inhibitors	EPIGENETIC_INHIBITORS	Chromatin reader/writer/remodeling inhibitor	TRUE	TAF1	Other	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=TAF1; GDSC pathway=Other; prior curated category=Other reviewed	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=TAF1_5496	https://go.drugbank.com/unearth/q?searcher=drugs&query=TAF1_5496	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Talazoparib	TALAZOPARIB	TALAZOPARIB	DNA damage repair inhibitors	DNA_DAMAGE_REPAIR_INHIBITORS	PARP inhibitor	TRUE	PARP1, PARP2	Genome integrity	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=PARP1, PARP2; GDSC pathway=Genome integrity; prior curated category=Genome integrity and DNA damage	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Talazoparib	https://go.drugbank.com/unearth/q?searcher=drugs&query=Talazoparib	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Tamoxifen	TAMOXIFEN	TAMOXIFEN	Hormone therapy	HORMONE_THERAPY	Selective estrogen receptor modulator / SERM	TRUE	ESR1	Hormone-related	Moved from Other based on ESR1 target and hormone-related pathway.	Moved from Other based on ESR1 target and hormone-related pathway.	GDSC target=ESR1; GDSC pathway=Hormone-related; prior curated category=Hormone related	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Tamoxifen	https://go.drugbank.com/unearth/q?searcher=drugs&query=Tamoxifen	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Tanespimycin	TANESPIMYCIN	TANESPIMYCIN	Serine/threonine kinase inhibitors	SERINE_THREONINE_KINASE_INHIBITORS	HSP90/chaperone inhibitor	TRUE	HSP90	Protein stability and degradation	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=HSP90; GDSC pathway=Protein stability and degradation; prior curated category=Protein stability and degradation	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Tanespimycin	https://go.drugbank.com/unearth/q?searcher=drugs&query=Tanespimycin	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Taselisib	TASELISIB	TASELISIB	Epigenetic inhibitors	EPIGENETIC_INHIBITORS	BET/bromodomain inhibitor	TRUE	PI3K (beta sparing)	PI3K/MTOR signaling	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=PI3K (beta sparing); GDSC pathway=PI3K/MTOR signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Taselisib	https://go.drugbank.com/unearth/q?searcher=drugs&query=Taselisib	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Telomerase Inhibitor IX	TELOMERASE INHIBITOR IX	TELOMERASE INHIBITOR IX	Other	OTHER	Granular target/pathway: Telomerase; Genome integrity	TRUE	Telomerase	Genome integrity	Primary class is Other because mechanism is outside the requested anticancer-class ontology or is unclassified.	Still labeled Other: not clearly assignable to requested/new categories from available GDSC annotations; manual lookup recommended.	GDSC target=Telomerase; GDSC pathway=Genome integrity; prior curated category=Genome integrity and DNA damage	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Telomerase%20Inhibitor%20IX	https://go.drugbank.com/unearth/q?searcher=drugs&query=Telomerase%20Inhibitor%20IX	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Temozolomide	TEMOZOLOMIDE	TEMOZOLOMIDE	Alkylating agents	ALKYLATING_AGENTS	Triazene/methylating DNA alkylating agent	TRUE	DNA alkylating agent	DNA replication	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=DNA alkylating agent; GDSC pathway=DNA replication; prior curated category=Genome integrity and DNA damage	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Temozolomide	https://go.drugbank.com/unearth/q?searcher=drugs&query=Temozolomide	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Temsirolimus	TEMSIROLIMUS	TEMSIROLIMUS	Serine/threonine kinase inhibitors	SERINE_THREONINE_KINASE_INHIBITORS	mTOR pathway inhibitor; mTOR is a Ser/Thr kinase signaling node	TRUE	MTOR	PI3K/MTOR signaling	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=MTOR; GDSC pathway=PI3K/MTOR signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Temsirolimus	https://go.drugbank.com/unearth/q?searcher=drugs&query=Temsirolimus	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Teniposide	TENIPOSIDE	TENIPOSIDE	Topoisomerase inhibitors	TOPOISOMERASE_INHIBITORS	TOP2 inhibitor / podophyllotoxin derivative	TRUE		DNA replication	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=; GDSC pathway=DNA replication; prior curated category=Genome integrity and DNA damage	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Teniposide	https://go.drugbank.com/unearth/q?searcher=drugs&query=Teniposide	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
THR-101	THR-101	THR-101	Serine/threonine kinase inhibitors	SERINE_THREONINE_KINASE_INHIBITORS	Mutant-RAS/PI3K pathway compound in GDSC; grouped with PI3K/AKT/mTOR Ser/Thr signaling for ontology consistency	TRUE	Mutant RAS	PI3K/MTOR signaling	Mechanistically reasonable bin, but review before manuscript use because target is PI3K/lipid kinase, mutant-RAS pathway, mixed kinase profile, or cross-class.	Reassigned from broad Non-receptor kinase inhibitors to Serine/threonine kinase inhibitors based on target annotation.	GDSC target=Mutant RAS; GDSC pathway=PI3K/MTOR signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=THR-101	https://go.drugbank.com/unearth/q?searcher=drugs&query=THR-101	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
THR-102	THR-102	THR-102	Serine/threonine kinase inhibitors	SERINE_THREONINE_KINASE_INHIBITORS	Mutant-RAS/PI3K pathway compound in GDSC; grouped with PI3K/AKT/mTOR Ser/Thr signaling for ontology consistency	TRUE	Mutant RAS	PI3K/MTOR signaling	Mechanistically reasonable bin, but review before manuscript use because target is PI3K/lipid kinase, mutant-RAS pathway, mixed kinase profile, or cross-class.	Reassigned from broad Non-receptor kinase inhibitors to Serine/threonine kinase inhibitors based on target annotation.	GDSC target=Mutant RAS; GDSC pathway=PI3K/MTOR signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=THR-102	https://go.drugbank.com/unearth/q?searcher=drugs&query=THR-102	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
THR-103	THR-103	THR-103	Serine/threonine kinase inhibitors	SERINE_THREONINE_KINASE_INHIBITORS	Mutant-RAS/PI3K pathway compound in GDSC; grouped with PI3K/AKT/mTOR Ser/Thr signaling for ontology consistency	TRUE	Mutant RAS	PI3K/MTOR signaling	Mechanistically reasonable bin, but review before manuscript use because target is PI3K/lipid kinase, mutant-RAS pathway, mixed kinase profile, or cross-class.	Reassigned from broad Non-receptor kinase inhibitors to Serine/threonine kinase inhibitors based on target annotation.	GDSC target=Mutant RAS; GDSC pathway=PI3K/MTOR signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=THR-103	https://go.drugbank.com/unearth/q?searcher=drugs&query=THR-103	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Topotecan	TOPOTECAN	TOPOTECAN	Topoisomerase inhibitors	TOPOISOMERASE_INHIBITORS	Topoisomerase I inhibitor	TRUE	TOP1	DNA replication	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=TOP1; GDSC pathway=DNA replication; prior curated category=Genome integrity and DNA damage	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Topotecan	https://go.drugbank.com/unearth/q?searcher=drugs&query=Topotecan	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Tozasertib	TOZASERTIB	TOZASERTIB	Serine/threonine kinase inhibitors	SERINE_THREONINE_KINASE_INHIBITORS	Aurora kinase/mitotic kinase inhibitor	TRUE	AURKA, AURKB, AURKC, others	Mitosis	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=AURKA, AURKB, AURKC, others; GDSC pathway=Mitosis; prior curated category=Cell cycle and mitosis	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Tozasertib	https://go.drugbank.com/unearth/q?searcher=drugs&query=Tozasertib	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Trametinib	TRAMETINIB	TRAMETINIB	Serine/threonine kinase inhibitors	SERINE_THREONINE_KINASE_INHIBITORS	MEK1/MEK2 MAP2K inhibitor; MAPK pathway Ser/Thr kinase signaling	TRUE	MEK1, MEK2	ERK MAPK signaling	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=MEK1, MEK2; GDSC pathway=ERK MAPK signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Trametinib	https://go.drugbank.com/unearth/q?searcher=drugs&query=Trametinib	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Tretinoin	TRETINOIN	TRETINOIN	Other	OTHER	Differentiation therapy / retinoic acid receptor agonist; not in requested class list	TRUE	Retinoic acid	Other	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=Retinoic acid; GDSC pathway=Other; prior curated category=Other reviewed	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Tretinoin	https://go.drugbank.com/unearth/q?searcher=drugs&query=Tretinoin	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
TW 37	TW 37	TW 37	Proapoptotic agents	PROAPOPTOTIC_AGENTS	BCL2-family apoptosis antagonist/BH3 mimetic-like compound	TRUE	BCL2, BCL-XL, MCL1	Apoptosis regulation	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=BCL2, BCL-XL, MCL1; GDSC pathway=Apoptosis regulation; prior curated category=Apoptosis regulation	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=TW%2037	https://go.drugbank.com/unearth/q?searcher=drugs&query=TW%2037	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Ulixertinib	ULIXERTINIB	ULIXERTINIB	Serine/threonine kinase inhibitors	SERINE_THREONINE_KINASE_INHIBITORS	ERK inhibitor	TRUE	ERK1, ERK2	ERK MAPK signaling	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=ERK1, ERK2; GDSC pathway=ERK MAPK signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Ulixertinib	https://go.drugbank.com/unearth/q?searcher=drugs&query=Ulixertinib	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
